Stock,Diff,Time1,Volatility,Momentum,SMA_3,SMA_10,MA_Diff,RSI,Time2
1,1.6661172999999962,1,1.1781228410822187,1.6661172999999962,102.39951916666666,102.08686321,0.5777621900000156,44.861434383399846,2.0
1,-1.4467264000000029,2,0.724145729532948,-0.7233632000000014,102.47264946666667,102.08686321,0.5777621900000156,44.861434383399846,1.0
1,0.06856280000000936,1,0.04848122081714364,0.06856280000000936,102.0132616,102.08686321,0.5777621900000156,44.861434383399846,1.0
1,-1.693501800000007,1,1.1974866067316294,-1.693501800000007,101.24992543333333,102.08686321,0.5777621900000156,44.861434383399846,2.0
1,2.913950600000007,2,1.4690576249254927,1.4569753000000034,101.7093099,102.08686321,0.5777621900000156,44.861434383399846,2.0
1,-0.7062276000000054,2,0.3598429269229448,-0.3531138000000027,102.66462540000002,102.08686321,0.5777621900000156,44.861434383399846,1.0
1,0.3016865999999965,1,0.213324640653111,0.3016865999999965,102.5297784,102.19724936,0.33252903999999717,44.861434383399846,2.0
1,-2.433990499999993,2,1.2265009180529876,-1.2169952499999965,101.52418349999999,101.82426251,-0.3000790100000046,44.861434383399846,1.0
1,0.747355099999993,1,0.5284598591643453,0.747355099999993,100.96197169999999,101.74404603,-0.7820743300000146,44.861434383399846,1.0
1,-0.1645608999999979,1,0.11636212830815984,-0.1645608999999979,100.66258069999999,101.64051718,-0.977936480000011,43.863676334104746,2.0
1,1.3644002000000057,2,0.7447910827197756,0.6822001000000029,101.3116455,101.74679159,-0.4351460900000035,53.68370421191952,1.0
1,-0.41822310000000584,1,0.2957283900588637,-0.41822310000000584,101.62703786666667,101.61583557,0.011202296666667166,50.72887373822529,1.0
1,0.42508960000000684,1,0.3005837387718819,0.42508960000000684,102.02927313333333,101.57469685999999,0.4545762733333447,53.52870595808239,7.0
1,-6.98660283000001,7,2.84702248663217,-0.9980861185714299,95.87913342333333,99.475972484,-3.5968390606666674,23.4491257753711,1.0
1,0.4182129300000099,1,0.29572119878290193,0.4182129300000099,95.36947293333333,98.819820144,-3.4503472106666777,26.696974349361852,1.0
1,-2.1803080700000095,1,1.5417106213727605,-2.1803080700000095,94.73869493333332,97.987459307,-3.248764373666674,21.561030933623513,1.0
1,0.048004140000003304,1,0.03394405291903073,0.048004140000003304,94.16733126666666,97.11738992400001,-2.9500586573333436,21.917202352410428,1.0
1,-0.7610575399999959,1,0.5381489474071492,-0.7610575399999959,93.20287744333332,96.192469267,-2.989591823666686,20.340289132845868,3.0
1,2.6602477999999934,3,1.1057237972478007,0.8867492666666644,94.58099702333334,94.65938922699999,-0.07839220366665245,38.24790924833564,2.0
1,-1.1861571999999967,2,0.5931082049287908,-0.5930785999999983,94.77525497666666,94.309715767,0.46553920966665885,34.109049771727896,1.0
1,1.1587422700000047,1,0.8193545167644968,1.1587422700000047,94.76611666666668,94.32548419999999,0.44063246666668476,41.07061509753543,1.0
